full_name,symbol,officail_website,white_paper,rank,icon
Bitcoin,BTC,https://bitcoin.org/en/,https://bitcoin.org/en/bitcoin-paper,1,https://s2.coinmarketcap.com/static/img/coins/64x64/1.png
